date,num
2019-01-07,8
2019-01-08,9
2019-01-09,9
2019-01-10,3
2019-01-11,14
2019-01-13,9
2019-01-14,33
2019-01-15,8
2019-01-16,4
2019-01-17,1
2019-01-18,8
2019-01-19,22
2019-01-20,10
2019-01-22,7
2019-01-23,6
2019-01-24,3
2019-01-25,27
2019-01-26,7
2019-01-27,11
2019-01-28,1
2019-01-30,1
2019-01-31,3
2019-02-02,12
2019-02-03,37
2019-02-04,1
2019-02-05,4
2019-02-06,10
2019-02-07,11
2019-02-08,13
2019-02-09,9
2019-02-10,28
2019-02-11,3
2019-02-12,4
2019-02-13,19
2019-02-14,4
2019-02-16,20
2019-02-17,11
2019-02-18,4
2019-02-20,5
2019-02-22,7
2019-02-23,25
2019-02-24,4
2019-02-26,2
2019-02-27,5
2019-02-28,2
2019-03-02,8
2019-03-03,10
2019-03-04,1
2019-03-06,2
2019-03-07,2
2019-03-09,9
2019-03-10,7
2019-03-12,5
2019-03-13,6
2019-03-15,6
2019-03-16,2
2019-03-17,3
2019-03-18,11
2019-03-19,27
2019-03-20,4
2019-03-21,2
2019-03-22,3
2019-03-23,7
2019-03-24,2
2019-03-25,10
2019-03-26,2
2019-03-27,1
2019-03-28,14
2019-03-30,5
2019-03-31,10
2019-04-01,3
2019-04-02,5
2019-04-03,2
2019-04-04,4
2019-04-05,32
2019-04-06,6
2019-04-07,13
2019-04-08,3
2019-04-09,1
2019-04-10,13
2019-04-11,3
2019-04-13,23
2019-04-14,6
2019-04-15,11
2019-04-17,2
2019-04-18,4
2019-04-19,3
2019-04-20,10
2019-04-21,88
2019-04-22,2
2019-04-24,12
2019-04-25,1
2019-04-26,5
2019-04-27,10
2019-04-28,9
2019-04-30,13
2019-05-01,3
2019-05-02,8
2019-05-03,8
2019-05-04,57
2019-05-05,8
2019-05-06,14
2019-05-07,11
2019-05-08,7
2019-05-09,9
2019-05-10,27
2019-05-11,105
2019-05-12,19
2019-05-13,5
2019-05-14,5
2019-05-15,3
2019-05-16,1
2019-05-17,4
2019-05-18,227
2019-05-19,11
2019-05-21,9
2019-05-22,12
2019-05-23,1
2019-05-24,3
2019-05-26,7
2019-05-27,14
2019-05-29,1
2019-05-30,3
2019-05-31,1
2019-06-01,31
2019-06-02,5
2019-06-03,6
2019-06-04,4
2019-06-05,2
2019-06-06,32
2019-06-08,10
2019-06-09,8
2019-06-12,4
2019-06-13,1
2019-06-14,9
2019-06-15,7
2019-06-16,20
2019-06-17,10
2019-06-18,1
2019-06-19,6
2019-06-20,5
2019-06-22,3
2019-06-23,1
2019-06-26,2
2019-06-30,36
2019-07-01,60
2019-07-02,1
2019-07-03,2
2019-07-06,7
2019-07-07,7
2019-07-08,3
2019-07-19,5
2019-07-20,2
2019-07-21,1
2019-07-22,4
2019-07-25,3
2019-07-28,14
2019-07-31,4
2019-08-02,30
2019-08-03,7
2019-08-08,5
2019-08-10,8
2019-08-11,4
2019-08-12,1
2019-08-13,1
2019-08-14,1
2019-08-15,9
2019-08-16,11
2019-08-17,35
2019-08-18,65
2019-08-19,110
2019-08-20,244
2019-08-21,466
2019-08-22,386
2019-08-23,117
2019-08-24,49
2019-08-25,23
2019-08-27,28
2019-08-28,26
2019-08-30,9
2019-08-31,23
2019-09-01,12
2019-09-02,15
2019-09-03,65
2019-09-04,4
2019-09-05,4
2019-09-06,11
2019-09-07,7
2019-09-08,5
2019-09-09,1
2019-09-10,4
2019-09-11,6
2019-09-12,16
2019-09-13,7
2019-09-15,11
2019-09-16,3
2019-09-17,4
2019-09-18,35
2019-09-19,5
2019-09-21,3
2019-09-22,1
2019-09-24,3
2019-09-25,3
2019-09-26,6
2019-09-27,19
2019-09-28,11
2019-09-29,12
2019-09-30,2
2019-10-01,2
2019-10-02,10
2019-10-03,5
2019-10-04,4
2019-10-05,17
2019-10-06,2
2019-10-07,18
2019-10-08,13
2019-10-11,6
2019-10-12,12
2019-10-13,6
2019-10-14,2
2019-10-15,8
2019-10-16,4
2019-10-18,7
2019-10-19,1
2019-10-20,20
2019-10-21,7
2019-10-22,40
2019-10-23,10
2019-10-25,2
2019-10-26,4
2019-10-27,3
2019-10-28,2
2019-10-29,8
2019-10-30,1
2019-10-31,6
2019-11-01,9
2019-11-02,1
2019-11-04,12
2019-11-05,2
2019-11-06,10
2019-11-07,1
2019-11-08,6
2019-11-09,7
2019-11-10,1
2019-11-11,13
2019-11-12,1
2019-11-13,17
2019-11-14,4
2019-11-15,1
2019-11-16,7
2019-11-17,5
2019-11-18,7
2019-11-19,1
2019-11-20,1
2019-11-23,4
2019-11-24,4
2019-11-26,2
2019-11-27,2
2019-11-28,2
2019-11-30,18
2019-12-01,5
2019-12-03,2
2019-12-04,4
2019-12-05,1
2019-12-07,3
2019-12-08,1
2019-12-11,1
2019-12-12,2
2019-12-13,4
2019-12-14,15
2019-12-15,2
2019-12-16,13
2019-12-17,2
2019-12-19,10
2019-12-20,4
2019-12-22,14
2019-12-23,10
2019-12-24,18
2019-12-25,19
2019-12-26,16
2019-12-27,1
2019-12-28,15
2019-12-29,8
2019-12-30,4
2019-12-31,8
2020-01-01,12
2020-01-02,8
2020-01-03,8
2020-01-04,8
2020-01-05,19
2020-01-06,10
2020-01-07,6
2020-01-08,5
2020-01-09,21
2020-01-10,16
2020-01-11,5
2020-01-12,1
2020-01-13,19
2020-01-14,15
2020-01-15,45
2020-01-16,20
2020-01-17,3
2020-01-18,7
2020-01-19,2
2020-01-20,3
2020-01-21,17
2020-01-22,7
2020-01-23,4
2020-01-24,18
2020-01-25,24
2020-01-26,17
2020-01-27,11
2020-01-28,24
2020-01-29,6
2020-01-30,5
2020-01-31,4
2020-02-01,2
2020-02-02,2
2020-02-03,7
2020-02-05,6
2020-02-06,1
2020-02-07,2
2020-02-08,2
2020-02-09,1
2020-02-10,6
2020-02-11,1
2020-02-12,2
2020-02-14,15
2020-02-15,3
2020-02-16,2
2020-02-17,16
2020-02-18,20
2020-02-19,5
2020-02-20,10
2020-02-21,27
2020-02-22,3
2020-02-23,3
2020-02-24,6
2020-02-27,3
2020-02-28,3
2020-02-29,10
2020-03-01,5
2020-03-02,7
2020-03-03,7
2020-03-04,8
2020-03-05,8
2020-03-06,10
2020-03-07,8
2020-03-10,2
2020-03-11,2
2020-03-13,5
2020-03-14,4
2020-03-15,1
2020-03-16,13
2020-03-17,5
2020-03-18,2
2020-03-19,7
2020-03-20,3
2020-03-21,33
2020-03-22,3
2020-03-23,5
2020-03-24,3
2020-03-31,1
2020-04-01,2
2020-04-03,3
2020-04-05,9
2020-04-06,1
2020-04-07,7
2020-04-08,2
2020-04-09,2
2020-04-10,6
2020-04-11,2
2020-04-12,1
2020-04-13,10
2020-04-14,10
2020-04-15,7
2020-04-16,35
2020-04-17,9
2020-04-18,10
2020-04-19,12
2020-04-20,1
2020-04-25,4
2020-04-28,2
2020-04-29,1
2020-04-30,5
2020-05-01,6
2020-05-03,9
2020-05-04,6
2020-05-05,1
2020-05-06,3
2020-05-08,33
2020-05-10,9
2020-05-12,8
2020-05-13,10
2020-05-14,2
2020-05-15,4
2020-05-16,7
2020-05-17,1
2020-05-18,1
2020-05-19,3
2020-05-20,5
2020-05-22,19
2020-05-24,4
2020-05-25,20
2020-05-26,14
2020-05-27,5
2020-05-28,1
2020-05-30,6
2020-05-31,67
2020-06-01,2
2020-06-02,3
2020-06-03,6
2020-06-04,5
2020-06-05,10
2020-06-06,3
2020-06-07,25
2020-06-08,43
2020-06-09,5
2020-06-10,6
2020-06-11,4
2020-06-13,18
2020-06-14,43
2020-06-15,24
2020-06-16,81
2020-06-17,305
2020-06-18,107
2020-06-19,145
2020-06-20,25
2020-06-21,6
2020-06-22,2
2020-06-23,43
2020-06-24,14
2020-06-25,11
2020-06-26,5
2020-06-27,21
2020-06-28,37
2020-06-29,14
2020-06-30,5
2020-07-01,40
2020-07-02,34
2020-07-03,2
2020-07-04,30
2020-07-05,2
2020-07-06,1
2020-07-09,10
2020-07-10,32
2020-07-11,4
2020-07-12,1
2020-07-13,7
2020-07-14,11
2020-07-15,6
2020-07-16,4
2020-07-17,5
2020-07-18,22
2020-07-19,21
2020-07-20,1
2020-07-21,21
2020-07-22,2
2020-07-23,3
2020-07-24,3
2020-07-25,18
2020-07-26,12
2020-07-27,16
2020-07-28,11
2020-07-29,18
2020-07-30,27
2020-07-31,12
2020-08-01,8
2020-08-02,4
2020-08-03,21
2020-08-04,6
2020-08-05,7
2020-08-06,4
2020-08-07,5
2020-08-08,9
2020-08-09,5
2020-08-10,3
2020-08-12,2
2020-08-13,8
2020-08-14,9
2020-08-15,41
2020-08-16,9
2020-08-17,10
2020-08-19,8
2020-08-22,5
2020-08-23,4
2020-08-25,7
2020-08-26,6
2020-08-28,3
2020-08-29,4
2020-08-30,15
2020-08-31,1
2020-09-01,35
2020-09-03,38
2020-09-04,2
2020-09-05,6
2020-09-06,1
2020-09-07,7
2020-09-08,19
2020-09-09,4
2020-09-10,10
2020-09-11,15
2020-09-12,20
2020-09-13,12
2020-09-14,13
2020-09-15,18
2020-09-16,4
2020-09-17,7
2020-09-18,18
2020-09-19,13
2020-09-20,15
2020-09-21,4
2020-09-22,22
2020-09-23,10
2020-09-24,36
2020-09-25,10
2020-09-26,23
2020-09-27,6
2020-09-28,2
2020-09-29,31
2020-09-30,6
2020-10-01,10
2020-10-07,3
2020-10-14,2
2020-10-15,7
2020-10-16,1
2020-10-17,2
2020-10-19,4
2020-10-20,10
2020-10-21,9
2020-10-22,2
2020-10-24,3
2020-10-25,13
2020-10-27,2
2020-10-28,4
2020-10-29,4
2020-10-30,2
2020-11-01,9
2020-11-02,3
2020-11-03,1
2020-11-04,11
2020-11-07,1
2020-11-08,3
2020-11-10,2
2020-11-12,12
2020-11-14,1
2020-11-15,1
2020-11-16,5
2020-11-20,1
2020-11-21,1
2020-11-22,1
2020-11-23,2
2020-11-24,6
2020-11-26,3
2020-11-28,12
2020-11-29,2
2020-11-30,2
2020-12-02,3
2020-12-03,4
2020-12-04,20
2020-12-05,6
2020-12-06,40
2020-12-07,3
2020-12-08,4
2020-12-09,10
2020-12-11,15
2020-12-12,3
2020-12-13,5
2020-12-14,9
2020-12-15,34
2020-12-16,1
2020-12-17,1
2020-12-18,3
2020-12-19,9
2020-12-20,1
2020-12-21,7
2020-12-22,4
2020-12-23,3
2020-12-24,7
2020-12-25,1
2020-12-26,16
2020-12-27,2
2020-12-28,18
2020-12-29,3
2020-12-30,4
2020-12-31,13
2021-01-01,8
2021-01-02,4
2021-01-03,16
2021-01-04,3
2021-01-05,37
2021-01-06,23
2021-01-07,76
2021-01-08,1
2021-01-09,2
2021-01-10,4
2021-01-11,12
2021-01-12,7
2021-01-13,20
2021-01-14,5
2021-01-15,9
2021-01-16,10
2021-01-17,4
2021-01-18,53
2021-01-19,45
2021-01-20,16
2021-01-21,13
2021-01-22,10
2021-01-23,24
2021-01-24,25
2021-01-25,17
2021-01-26,12
2021-01-27,17
2021-01-28,23
2021-01-29,13
2021-01-30,66
2021-01-31,8
2021-02-01,13
2021-02-02,8
2021-02-03,6
2021-02-04,3
2021-02-05,12
2021-02-06,32
2021-02-07,8
2021-02-08,8
2021-02-10,1
2021-02-11,10
2021-02-12,17
2021-02-13,23
2021-02-14,9
2021-02-15,10
2021-02-16,149
2021-02-17,24
2021-02-18,8
2021-02-19,1
2021-02-20,14
2021-02-21,10
2021-02-22,19
2021-02-23,19
2021-02-24,14
2021-02-25,10
2021-02-26,6
2021-02-27,11
2021-02-28,19
2021-03-02,4
2021-03-03,15
2021-03-04,10
2021-03-05,22
2021-03-06,18
2021-03-07,5
2021-03-08,1
2021-03-09,1
2021-03-10,2
2021-03-11,16
2021-03-12,9
2021-03-13,7
2021-03-14,30
2021-03-15,27
2021-03-16,3
2021-03-17,2
2021-03-18,5
2021-03-19,68
2021-03-20,23
2021-03-21,13
2021-03-22,54
2021-03-23,5
2021-03-24,55
2021-03-25,30
2021-03-26,3
2021-03-27,32
2021-03-28,17
2021-03-29,6
2021-03-30,1
2021-03-31,7
2021-04-01,9
2021-04-02,153
2021-04-03,9
2021-04-04,29
2021-04-05,7
2021-04-06,3
2021-04-07,15
2021-04-08,10
2021-04-09,21
2021-04-10,5
2021-04-11,19
2021-04-12,41
2021-04-13,46
2021-04-14,36
2021-04-15,80
2021-04-16,68
2021-04-17,3
2021-04-18,8
2021-04-19,8
2021-04-20,7
2021-04-22,3
2021-04-23,1
2021-04-24,4
2021-04-25,13
2021-04-26,2
2021-04-27,4
2021-04-30,4
2021-05-01,42
2021-05-02,7
2021-05-03,5
2021-05-04,24
2021-05-05,10
2021-05-06,12
2021-05-07,6
2021-05-08,17
2021-05-09,3
2021-05-10,4
2021-05-11,12
2021-05-12,6
2021-05-13,16
2021-05-14,11
2021-05-15,19
2021-05-16,13
2021-05-17,176
2021-05-18,1
2021-05-19,1
2021-05-20,9
2021-05-21,12
2021-05-22,13
2021-05-23,6
2021-05-24,2
2021-05-25,11
2021-05-26,15
2021-05-27,2
2021-05-28,8
2021-05-29,19
2021-05-30,1
2021-05-31,8
2021-06-01,13
2021-06-02,24
2021-06-03,12
2021-06-04,8
2021-06-05,4
2021-06-06,1
2021-06-07,83
2021-06-08,3
2021-06-09,1
2021-06-10,4
2021-06-11,13
2021-06-12,77
2021-06-13,7
2021-06-14,1
2021-06-16,4
2021-06-17,7
2021-06-18,1
2021-06-19,22
2021-06-20,10
2021-06-21,1
2021-06-22,17
2021-06-23,26
2021-06-24,42
2021-06-25,44
2021-06-26,23
2021-06-27,19
2021-06-28,14
2021-06-29,52
2021-06-30,425
2021-07-01,744
2021-07-02,44
2021-07-03,41
2021-07-04,41
2021-07-05,94
2021-07-06,61
2021-07-07,44
2021-07-08,64
2021-07-09,70
2021-07-10,44
2021-07-11,19
2021-07-12,9
2021-07-13,10
2021-07-14,25
2021-07-15,16
2021-07-16,11
2021-07-17,47
2021-07-18,9
2021-07-19,46
2021-07-20,23
2021-07-21,6
2021-07-22,9
2021-07-23,21
2021-07-24,17
2021-07-25,22
2021-07-26,12
2021-07-27,13
2021-07-28,18
2021-07-29,65
2021-07-30,22
2021-07-31,30
2021-08-01,51
2021-08-02,14
2021-08-03,41
2021-08-04,18
2021-08-05,20
2021-08-06,5
2021-08-07,81
2021-08-08,21
2021-08-09,13
2021-08-10,52
2021-08-11,23
2021-08-12,6
2021-08-13,9
2021-08-14,28
2021-08-15,61
2021-08-16,29
2021-08-17,35
2021-08-18,43
2021-08-19,99
2021-08-20,17
2021-08-21,21
2021-08-22,21
2021-08-23,27
2021-08-24,33
2021-08-25,36
2021-08-26,48
2021-08-27,25
2021-08-28,42
2021-08-29,22
2021-08-30,20
2021-08-31,11
2021-09-01,14
2021-09-02,37
2021-09-03,12
2021-09-04,18
2021-09-05,27
2021-09-06,44
2021-09-07,15
2021-09-08,32
2021-09-09,17
2021-09-10,49
2021-09-11,41
2021-09-12,10
2021-09-13,19
2021-09-14,4
2021-09-15,12
2021-09-16,14
2021-09-17,81
2021-09-18,121
2021-09-19,11
2021-09-20,10
2021-09-21,4
2021-09-22,28
2021-09-23,29
2021-09-24,25
2021-09-25,12
2021-09-26,43
2021-09-27,38
2021-09-28,20
2021-09-29,26
2021-09-30,19
2021-10-01,52
2021-10-02,33
2021-10-03,19
2021-10-04,17
2021-10-05,27
2021-10-06,14
2021-10-07,52
2021-10-08,37
2021-10-09,37
2021-10-10,8
2021-10-11,165
2021-10-12,19
2021-10-13,39
2021-10-14,24
2021-10-15,44
2021-10-16,22
2021-10-17,27
2021-10-18,53
2021-10-19,30
2021-10-20,20
2021-10-21,13
2021-10-22,31
2021-10-23,4
2021-10-24,6
2021-10-25,4
2021-10-26,18
2021-10-27,12
2021-10-28,20
2021-10-29,12
2021-10-30,23
2021-10-31,24
2021-11-01,8
2021-11-02,17
2021-11-03,11
2021-11-04,16
2021-11-05,15
2021-11-06,14
2021-11-07,22
2021-11-08,8
2021-11-09,14
2021-11-10,372
2021-11-11,241
2021-11-12,349
2021-11-13,10
2021-11-14,45
2021-11-15,3
2021-11-16,3
2021-11-17,9
2021-11-18,3
2021-11-19,13
2021-11-20,35
2021-11-21,2
2021-11-22,13
2021-11-23,1
2021-11-24,5
2021-11-25,8
2021-11-26,16
2021-11-27,14
2021-11-28,19
2021-11-29,9
2021-11-30,1
2021-12-01,21
2021-12-02,9
2021-12-03,52
2021-12-04,7
2021-12-05,9
2021-12-06,25
2021-12-07,9
2021-12-08,26
2021-12-09,36
2021-12-10,9
2021-12-11,26
2021-12-12,16
2021-12-13,7
2021-12-14,40
2021-12-15,13
2021-12-16,41
2021-12-17,10
2021-12-18,9
2021-12-19,16
2021-12-20,8
2021-12-21,8
2021-12-22,11
2021-12-23,15
